Dato;Inorganisk_N[mg/l];Organisk_N[mg/l]
2018-08-21;0.095;0.43182280000000006
2018-08-22;0.0960714285714286;0.43454815000000035
2018-08-23;0.09714285714285711;0.4372734999999999
2018-08-24;0.0982142857142857;0.4399988500000003
2018-08-25;0.09928571428571431;0.4427241999999997
2018-08-26;0.1003571428571429;0.4454495500000002
2018-08-27;0.10142857142857141;0.4481748999999996
2018-08-28;0.10250000000000001;0.45090025000000006
2018-08-29;0.1035714285714286;0.45362560000000035
2018-08-30;0.1046428571428571;0.4563509499999999
2018-08-31;0.10571428571428569;0.45907630000000027
2018-09-01;0.1067857142857143;0.4618016499999997
2018-09-02;0.10785714285714289;0.4645270000000002
2018-09-03;0.1089285714285714;0.4672523499999996
2018-09-04;0.11;0.46997770000000005
2018-09-05;0.1223214285714286;0.4650751142857144
2018-09-06;0.13464285714285712;0.4601725285714289
